CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Scored Labels,Scored Probabilities,scoring_id,scoring_timestamp
no_checking,27,prior_payments_delayed,furniture,2218,500_to_1000,greater_7,3,male,none,1,car_other,35,stores,own,2,skilled,1,none,no,No Risk,0.7|0.3,1129306e-e445-436c-8bdf-163e9cc66c63,04/11/20 7:38
0_to_200,4,prior_payments_delayed,other,7731,100_to_500,4_to_7,4,male,co-applicant,3,car_other,41,none,rent,2,skilled,2,none,yes,No Risk,0.61|0.39,751bd9c7-d93f-465b-a321-a0d0fe4fea6f,04/11/20 7:38
less_0,33,prior_payments_delayed,furniture,3478,100_to_500,less_1,1,female,none,4,savings_insurance,35,none,rent,1,skilled,1,yes,yes,No Risk,0.59|0.41,8a8c9ce6-9403-405d-be73-0d6abc4513c7,04/11/20 7:38
0_to_200,15,all_credits_paid_back,car_new,7994,500_to_1000,1_to_4,3,male,none,2,car_other,57,none,own,2,skilled,1,none,yes,No Risk,0.63|0.37,eb8c0a0f-1852-46b8-9f6c-1d553f8c0dde,04/11/20 7:38
less_0,35,prior_payments_delayed,furniture,8143,less_100,unemployed,2,female,none,3,unknown,19,none,rent,1,skilled,1,yes,yes,No Risk,0.63|0.37,f327f678-d710-4cf1-b0dc-6fcd43c13fcc,04/11/20 7:38
less_0,15,credits_paid_to_date,other,3389,less_100,unemployed,2,male,co-applicant,4,savings_insurance,44,none,rent,2,skilled,1,none,yes,No Risk,0.62|0.38,bbc15a6b-3a35-4b01-bd9f-3f56ae615d50,04/11/20 7:38
no_checking,13,prior_payments_delayed,furniture,10363,100_to_500,1_to_4,2,female,none,3,car_other,35,none,own,2,skilled,2,none,yes,No Risk,0.65|0.35,62a18d46-4da4-4c16-93d6-cc4328d1aabf,04/11/20 7:38
0_to_200,30,credits_paid_to_date,furniture,9744,less_100,1_to_4,2,female,none,2,real_estate,46,none,rent,1,skilled,2,yes,yes,No Risk,0.59|0.41,6779e170-1352-42eb-a023-d8397d525ee9,04/11/20 7:38
no_checking,14,prior_payments_delayed,furniture,7571,100_to_500,1_to_4,4,female,none,4,real_estate,33,none,own,1,skilled,1,yes,yes,No Risk,0.77|0.23,03a24859-31b2-47de-aa3c-3939d4a27046,04/11/20 7:38
less_0,31,prior_payments_delayed,car_new,10777,100_to_500,1_to_4,3,female,none,5,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk,0.67|0.33,1c9d50cb-8a53-4670-b9cd-aef078e4f9d7,04/11/20 7:38
0_to_200,30,prior_payments_delayed,vacation,12680,less_100,less_1,5,male,none,2,real_estate,28,bank,own,1,skilled,1,yes,yes,No Risk,0.72|0.28,efc56d0d-cd04-4256-b573-5c8e2146fe3f,04/11/20 7:38
0_to_200,23,no_credits,education,-213,less_100,greater_7,1,female,none,2,car_other,48,stores,own,1,unskilled,1,none,yes,No Risk,0.77|0.23,4b82c520-7443-4ffe-92ea-049a4df326bf,04/11/20 7:38
no_checking,28,prior_payments_delayed,radio_tv,8400,500_to_1000,unemployed,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,yes,yes,Risk,0.49|0.51,c3cebbe7-711a-41f1-81e3-f6bb2ab1b29f,04/11/20 7:38
0_to_200,6,credits_paid_to_date,vacation,7353,100_to_500,less_1,2,male,none,4,car_other,51,none,own,1,skilled,1,yes,yes,No Risk,0.64|0.36,397f8453-3c18-4541-a1ed-2d240bd7e5e8,04/11/20 7:38
less_0,24,credits_paid_to_date,repairs,-149,500_to_1000,4_to_7,3,male,none,3,real_estate,19,stores,free,3,skilled,1,none,yes,No Risk,0.8|0.2,f2fc9bc1-f42d-4682-b3dc-eb44f69cef4a,04/11/20 7:38
0_to_200,12,outstanding_credit,car_used,4578,greater_1000,4_to_7,3,male,none,2,savings_insurance,33,none,own,2,management_self-employed,1,yes,yes,No Risk,0.74|0.26,2b66ce07-31a6-4d5a-bfe2-ce4f19d158e5,04/11/20 7:38
0_to_200,22,prior_payments_delayed,radio_tv,3845,500_to_1000,greater_7,1,female,none,2,savings_insurance,32,none,rent,3,unskilled,1,none,yes,No Risk,0.65|0.35,e67748eb-c267-4b65-a20d-12ec578e79b7,04/11/20 7:38
less_0,16,prior_payments_delayed,radio_tv,11861,greater_1000,1_to_4,3,male,none,2,real_estate,37,none,own,1,management_self-employed,1,none,yes,No Risk,0.76|0.24,65b8cb9f-4fdc-462d-9a6f-65197c100501,04/11/20 7:38
less_0,39,credits_paid_to_date,furniture,2626,500_to_1000,4_to_7,5,male,none,5,car_other,30,none,rent,1,skilled,1,yes,yes,No Risk,0.54|0.46,94d562bc-4bd6-4bbf-9d2a-b438eb5b475b,04/11/20 7:38
0_to_200,4,credits_paid_to_date,appliances,2430,100_to_500,unemployed,3,male,none,4,car_other,33,stores,free,2,skilled,1,none,yes,No Risk,0.7|0.3,59113354-05df-46e3-bf3b-f94a7c3377b3,04/11/20 7:38
0_to_200,24,credits_paid_to_date,car_used,10420,less_100,less_1,1,male,none,4,car_other,41,bank,own,2,management_self-employed,1,yes,yes,No Risk,0.66|0.34,7fb9cf56-8fc8-441b-8b4b-d7c8616a8f60,04/11/20 7:38
no_checking,38,prior_payments_delayed,radio_tv,12011,less_100,1_to_4,1,female,none,3,savings_insurance,48,none,rent,2,skilled,2,none,yes,Risk,0.4|0.6,265642b5-f82b-4824-8197-0cdee966d6b7,04/11/20 7:38
less_0,9,prior_payments_delayed,furniture,9941,less_100,less_1,2,male,none,4,unknown,39,none,rent,2,unemployed,2,yes,yes,No Risk,0.64|0.36,b4ab3f8c-0a14-42de-a7e1-845f8156e66f,04/11/20 7:38
no_checking,30,prior_payments_delayed,car_used,394,less_100,greater_7,1,male,co-applicant,3,savings_insurance,31,none,free,1,unskilled,1,yes,yes,Risk,0.29|0.71,8918cd72-0af6-4b61-b525-4ddb1f2c534d,04/11/20 7:38
no_checking_random,7,outstanding_credit,furniture,7845,100_to_500,less_1,2,female,none,2,real_estate,31,bank,free,1,skilled,1,yes,yes,No Risk,0.77|0.23,60d00e8d-1f4f-40a0-b9ce-b9543f7b3953,04/11/20 7:38
0_to_200,49,all_credits_paid_back,appliances,2442,less_100,4_to_7,2,male,none,3,savings_insurance,57,none,free,1,skilled,1,yes,yes,No Risk,0.5|0.5,aed44cda-6a5c-4140-9d60-83d0773d8e82,04/11/20 7:38
no_checking,18,all_credits_paid_back,radio_tv,2617,unknown,4_to_7,4,female,none,4,savings_insurance,34,none,rent,2,skilled,1,yes,yes,No Risk,0.51|0.49,318de137-cbad-41fe-8f27-b212515ad548,04/11/20 7:38
no_checking,23,credits_paid_to_date,furniture,-127,less_100,greater_7,3,male,none,2,savings_insurance,39,bank,rent,1,skilled,1,none,yes,No Risk,0.81|0.19,e20701df-f075-4a43-b6ef-9e3395757b86,04/11/20 7:38
0_to_200,28,outstanding_credit,repairs,9020,less_100,greater_7,3,female,none,2,unknown,30,stores,own,1,skilled,1,none,no,No Risk,0.62|0.38,85f3c6b5-4bfb-4d0c-b285-0253f78cf09e,04/11/20 7:38
no_checking,16,prior_payments_delayed,vacation,6258,500_to_1000,greater_7,2,female,none,2,car_other,45,none,own,1,skilled,1,none,yes,No Risk,0.51|0.49,db83caa4-e693-480f-89b5-f46f9254858e,04/11/20 7:38
no_checking,46,credits_paid_to_date,car_new,-813,500_to_1000,4_to_7,2,male,none,4,unknown,23,none,rent,2,unemployed,1,none,yes,No Risk,0.59|0.41,1846f50f-75d0-42ce-b9f2-372ddc925955,04/11/20 7:38
no_checking,14,prior_payments_delayed,retraining,8351,less_100,less_1,3,male,none,3,savings_insurance,33,none,own,3,skilled,1,none,no,No Risk,0.62|0.38,edee102d-3351-438f-a489-db3cfb69fd44,04/11/20 7:38
no_checking,15,prior_payments_delayed,education,8517,greater_1000,unemployed,5,male,none,3,real_estate,42,none,own,1,skilled,1,none,yes,No Risk,0.65|0.35,ae77e225-91fa-47ab-9a61-9f4915a66ce5,04/11/20 7:38
less_0,12,credits_paid_to_date,car_used,4743,unknown,1_to_4,3,female,none,2,real_estate,21,none,own,2,skilled,1,yes,yes,No Risk,0.8|0.2,e8e11a45-3889-4a13-98a0-801ff9bc9601,04/11/20 7:38
less_0,18,no_credits,furniture,-387,100_to_500,less_1,2,male,none,2,real_estate,19,none,own,2,skilled,1,yes,yes,No Risk,0.9|0.1,8f504c06-32a0-4b80-b627-fb0fc7c63741,04/11/20 7:38
no_checking,18,credits_paid_to_date,retraining,-557,100_to_500,1_to_4,4,male,none,5,car_other,30,bank,rent,2,skilled,1,yes,yes,No Risk,0.76|0.24,371c483a-7273-4a59-8d6b-db10ce0070f7,04/11/20 7:38
0_to_200,40,outstanding_credit,radio_tv,6872,500_to_1000,unemployed,3,male,none,2,real_estate,34,none,own,1,skilled,1,none,yes,No Risk,0.66|0.34,e8b42da1-dce5-4962-8560-3f126316fe5e,04/11/20 7:38
less_0,29,prior_payments_delayed,business,5264,less_100,less_1,4,male,none,3,savings_insurance,40,none,own,1,skilled,1,yes,yes,No Risk,0.63|0.37,009f6d52-81d7-43b9-9938-f5d42988f963,04/11/20 7:38
no_checking,27,all_credits_paid_back,education,11514,less_100,less_1,1,female,guarantor,2,car_other,22,stores,own,2,skilled,1,none,yes,No Risk,0.55|0.45,653cfc8a-736e-4ace-b8aa-4aaf714ae83a,04/11/20 7:38
greater_200,34,prior_payments_delayed,vacation,4692,500_to_1000,less_1,3,female,none,3,car_other,46,none,own,1,skilled,2,yes,yes,No Risk,0.52|0.48,5e12c581-ec4f-4387-a75d-b825d7ae3bd8,04/11/20 7:38
greater_200,44,credits_paid_to_date,appliances,1344,greater_1000,1_to_4,2,male,guarantor,3,savings_insurance,25,none,own,1,management_self-employed,1,none,yes,No Risk,0.65|0.35,f97cffa0-07ec-463a-91e9-03a37d9ae244,04/11/20 7:38
0_to_200,9,credits_paid_to_date,radio_tv,9987,100_to_500,greater_7,2,female,none,4,car_other,37,stores,own,2,skilled,1,yes,yes,No Risk,0.52|0.48,cafd142e-a434-49dc-9453-6c5d72eb305b,04/11/20 7:38
0_to_200,29,credits_paid_to_date,vacation,2122,unknown,1_to_4,5,male,co-applicant,4,car_other,22,stores,rent,2,skilled,1,none_random,yes,No Risk,0.56|0.44,7297247e-29a9-4110-ac4f-27b8ef01b7e9,04/11/20 7:38
greater_200,24,prior_payments_delayed,car_new,3631,100_to_500,unemployed,3,female,co-applicant,3,car_other,19,none,own,2,skilled,1,yes,yes,No Risk,0.58|0.42,3058276b-8812-422a-a4d9-c9600c3a9dd1,04/11/20 7:38
0_to_200,31,prior_payments_delayed,furniture,997,less_100,1_to_4,3,female,co-applicant,2,savings_insurance,20,none,rent,2,unskilled,1,yes,yes,No Risk,0.61|0.39,1869eb5b-64f9-4558-a95b-b0a2bf333563,04/11/20 7:38
no_checking,4,prior_payments_delayed_random,furniture,1425,500_to_1000,4_to_7,3,male,none,1,savings_insurance,54,stores,rent,2,skilled,1,yes,yes,No Risk,0.74|0.26,8a6f7c0f-5992-4cf4-91e9-e10650b84482,04/11/20 7:38
less_0,33,prior_payments_delayed,appliances,4799,greater_1000,4_to_7,2,male,none,1,car_other,24,none,free,1,skilled,1,none,yes,No Risk,0.64|0.36,2fb42616-47a7-48fb-93ca-0c5cc55a8bca,04/11/20 7:38
0_to_200,36,no_credits,car_new,2207,less_100,less_1,2,male,none,3,unknown,27,none,own,1,skilled,2,yes,yes,No Risk,0.79|0.21,784e7754-2cbf-4004-b10f-48adf6df403b,04/11/20 7:38
no_checking,39,credits_paid_to_date,furniture,2513,100_to_500,unemployed,2,male,none,3,savings_insurance,42,stores,own,1,skilled,1,none,yes,No Risk,0.7|0.3,904bdc60-1574-408b-981f-f85536c9d675,04/11/20 7:38
less_0,4,all_credits_paid_back,car_used,12560,100_to_500,greater_7,3,female,none,3,car_other,41,stores,own,1,skilled,1,none,yes,No Risk,0.67|0.33,09a1ee49-919f-4fc3-8128-3bb68082b13c,04/11/20 7:38
less_0,16,prior_payments_delayed,radio_tv,344,less_100,4_to_7,4,male,none,2,savings_insurance,51,none,own,2,skilled,1,yes,yes,No Risk,0.67|0.33,9ac7b64b-0a33-4a83-9396-0199759ae09f,04/11/20 7:38
0_to_200,28,all_credits_paid_back,radio_tv,5260,greater_1000,greater_7,2,female,none,3,car_other,19,none,rent,2,skilled,1,yes,yes,No Risk,0.53|0.47,5d1778f2-d50f-48ba-9496-123b07335b52,04/11/20 7:38
no_checking,46,prior_payments_delayed,repairs,12370,less_100,1_to_4,1,female,none,3,savings_insurance,44,none,own,1,unemployed,1,none,yes,No Risk,0.56|0.44,d002c74c-06f2-4f77-a0a7-6042ab9a9a31,04/11/20 7:38
0_to_200,17,prior_payments_delayed,car_used,6923,100_to_500,greater_7,3,male,none,2,savings_insurance,29,none,own,2,skilled,1,yes,yes,No Risk,0.73|0.27,2e5ac0d1-aceb-4c89-9c59-9ce3ea3cd08f,04/11/20 7:38
0_to_200,11,outstanding_credit,furniture,2747,100_to_500,1_to_4,3,female,none,5,real_estate,58,none,own,2,skilled,1,none,yes,No Risk,0.75|0.25,b8c10bd3-23c4-40ef-9bb9-9693ac3da1c8,04/11/20 7:38
less_0,23,outstanding_credit,furniture,7854,500_to_1000,4_to_7,2,female,none,2,car_other,33,none,own,1,skilled,2,none,yes,No Risk,0.65|0.35,904cf9f2-eebd-4f25-a11d-6fc5b7c8dbbb,04/11/20 7:38
0_to_200,10,outstanding_credit,radio_tv,107,100_to_500,4_to_7,2,female,none,2,car_other,61,none,free,2,skilled,1,yes,yes,No Risk,0.61|0.39,c7f5002c-0ff0-4351-be57-059edf704ae0,04/11/20 7:38
no_checking,26,prior_payments_delayed,car_used,8709,100_to_500,1_to_4,4,female,none,2,car_other,42,none,free,1,skilled,1,none,yes,No Risk,0.54|0.46,ec68f3bf-bf5c-4fd4-82d7-bb86d18c94c8,04/11/20 7:38
no_checking,21,no_credits,car_used,8052,500_to_1000,greater_7,3,female,none,4,savings_insurance,34,none,own,1,unskilled,1,none,yes,Risk,0.45|0.55,868824cc-4f96-46b0-8b85-e23299cac171,04/11/20 7:38
0_to_200,12,prior_payments_delayed,car_new,12809,greater_1000,greater_7,3,male,none,3,unknown,46,none,own,1,skilled,2,none,yes,No Risk,0.73|0.27,45d82cd7-d2a8-4d6e-9742-bec4df15fcf0,04/11/20 7:38
greater_200,4,all_credits_paid_back,radio_tv,9098,less_100,4_to_7,4,female,none,2,savings_insurance,43,none,own,1,skilled,1,none,yes,No Risk,0.73|0.27,8f96c1fb-9efe-4a28-ac95-869e4f007c4d,04/11/20 7:38
0_to_200,9,outstanding_credit,car_used,992,less_100,unemployed,3,female,co-applicant,1,savings_insurance,21,none,own,1,skilled,1,yes,yes,No Risk,0.77|0.23,70092669-a140-4c40-8e22-25c876c26cb5,04/11/20 7:38
less_0,4,prior_payments_delayed,car_new,4126,less_100,1_to_4,3,male,none,4,car_other,55,none,own,1,skilled,1,none,yes,No Risk,0.62|0.38,faec1b78-a026-4d0a-ba09-0c850057e95c,04/11/20 7:38
no_checking,20,prior_payments_delayed,vacation,8153,greater_1000,4_to_7,2,female,none,1,savings_insurance,39,stores,own,1,skilled,1,none,yes,No Risk,0.7|0.3,8e66a4a5-ae0c-46a7-b7f4-1902730ebfff,04/11/20 7:38
no_checking_random,4,credits_paid_to_date,car_used,8887,100_to_500,less_1,4,female,none,4,real_estate,38,none,own,1,skilled,1,yes,yes,No Risk,0.77|0.23,a77058a4-026d-4c83-8933-7ef9a55a0f4d,04/11/20 7:38
no_checking,8,all_credits_paid_back,car_new,6150,unknown,greater_7,3,male,none,2,savings_insurance,41,none,own,1,skilled,1,yes,yes,No Risk,0.75|0.25,804d9807-e2c0-4f98-974b-941ff26f33b5,04/11/20 7:38
greater_200,18,credits_paid_to_date,car_new,3826,unknown,1_to_4,1,male,none,2,real_estate,33,none,own,2,management_self-employed,1,yes,yes,No Risk,0.77|0.23,f36007d6-3242-46ce-9fe9-7d0767714689,04/11/20 7:38
less_0,20,all_credits_paid_back,furniture,12640,less_100,greater_7,2,male,none,3,savings_insurance,37,none,own,2,skilled,1,none,yes,No Risk,0.67|0.33,1c4401e0-a68a-431f-b208-b1fc1d34ca78,04/11/20 7:38
no_checking,16,no_credits,radio_tv,4951,greater_1000,less_1,3,male,co-applicant,3,car_other,23,stores,own,2,skilled,1,none,yes,No Risk,0.63|0.37,065347f7-e9c7-4727-972d-641cbdeaf084,04/11/20 7:38
less_0,13,credits_paid_to_date,repairs,12581,unknown,1_to_4,1,male,none,2,car_other,46,none,own,2,skilled,2,none,yes,No Risk,0.64|0.36,2117388e-14fc-44f1-95c4-24f8d702f46a,04/11/20 7:38
0_to_200,7,all_credits_paid_back,car_new,7779,less_100,4_to_7,3,male,none,3,savings_insurance,39,none,own,3,management_self-employed,2,none,yes,No Risk,0.5|0.5,bce3619f-f21a-4008-a2df-65b84d6e340e,04/11/20 7:38
greater_200,38,all_credits_paid_back,appliances,12704,less_100,less_1,2,female,none,3,car_other,55,none,free,1,unskilled,1,yes,yes,Risk,0.37|0.63,ad09d373-cfe7-4317-9f6a-5ce9e547ca6d,04/11/20 7:38
no_checking,60,prior_payments_delayed,appliances,711,500_to_1000,1_to_4,3,male,co-applicant,5,car_other,52,none,own,2,management_self-employed,2,yes,yes,Risk,0.39|0.61,95de7fc2-c02c-4587-98a2-6447880ce341,04/11/20 7:38
0_to_200,4,outstanding_credit,radio_tv,4983,less_100,1_to_4,3,female,none,4,savings_insurance,57,none,own,1,management_self-employed,1,yes,yes,No Risk,0.69|0.31,9e63b136-60ca-4d22-bd67-76ad384817bb,04/11/20 7:38
no_checking,26,prior_payments_delayed,furniture,1198,less_100,1_to_4,2,female,none,4,savings_insurance,44,bank,free,1,management_self-employed,1,none,yes,No Risk,0.68|0.32,b71d2462-9ff1-4899-a70e-f37fb545a11a,04/11/20 7:38
less_0,30,prior_payments_delayed,car_new,9290,100_to_500,1_to_4,3,female,co-applicant,5,savings_insurance,41,none,own,2,unskilled,1,none,yes,No Risk,0.58|0.42,43018261-832b-4acf-bfcf-45a4e2f2e8de,04/11/20 7:38
0_to_200,4,all_credits_paid_back,business,10018,100_to_500,4_to_7,4,male,none,2,savings_insurance_random,42,none,own,1,skilled,1,none,yes,No Risk,0.77|0.23,df675741-636e-44f8-b5aa-f37d36a14df8,04/11/20 7:38
less_0,14,all_credits_paid_back,vacation,8364,100_to_500,less_1,2,male,none,1,car_other,28,stores,own_random,2,skilled,1,none,yes,No Risk,0.87|0.13,2b325f3c-8085-4ed4-a9e0-497584b4f677,04/11/20 7:38
0_to_200,34,outstanding_credit,appliances,2313,500_to_1000,4_to_7,2,female,co-applicant,4,savings_insurance,28,none,own,1,skilled,2,none,yes,No Risk,0.54|0.46,04119b57-5062-4c7f-a6f8-bfed9ebdc207,04/11/20 7:38
less_0,23,outstanding_credit,repairs,6302,less_100,greater_7,4,male,none,3,unknown,31,none,own,2,skilled,1,yes,yes,No Risk,0.58|0.42,3958fa58-fb34-4536-9e64-76d6566d3168,04/11/20 7:38
less_0,51,outstanding_credit,other,11871,500_to_1000,1_to_4,4,male,none,4,car_other,61,none,rent,2,skilled,1,yes,yes,Risk,0.47|0.53,21f40dd2-40a0-46a0-9d2e-4beffbbe9921,04/11/20 7:38
no_checking_random,16,credits_paid_to_date,appliances,9002,greater_1000,greater_7,4,female,co-applicant,4,car_other,32,none,own,1,skilled,1,yes,yes,No Risk,0.51|0.49,06f17547-0cc4-47b6-b94c-e8328766a1a4,04/11/20 7:38
less_0,28,all_credits_paid_back,furniture,5652,500_to_1000,less_1,2,male,none,1,savings_insurance,28,stores,free,1,skilled,1,yes,yes,No Risk,0.77|0.23,c53466c2-a701-4b4a-8c10-ebf4564be17d,04/11/20 7:38
less_0,4,prior_payments_delayed,car_new,8487,greater_1000,greater_7,2,male,none,1,savings_insurance,33,none,rent,1,skilled,2,yes,yes,No Risk,0.76|0.24,14ad2568-166c-4cbf-b17c-9783ae5c79b4,04/11/20 7:38
less_0,13,credits_paid_to_date,car_new,313,unknown,greater_7,4,male,co-applicant,3,savings_insurance,30,stores,own,1,unskilled,2,yes,yes_random,No Risk,0.65|0.35,7f464437-d0e0-4210-83ed-d7a63bd2193e,04/11/20 7:38
less_0,32,credits_paid_to_date,car_used,6856,500_to_1000,greater_7,4,female,guarantor,3,savings_insurance,49,none,own,2,skilled,1,yes,yes,Risk,0.44|0.56,e59777bb-5fc4-4e6c-9632-f02ba1811a35,04/11/20 7:38
no_checking,35,prior_payments_delayed,car_new,9851,less_100_random,4_to_7,5,male,none,3,real_estate,30,none,rent,1,skilled,1,none,yes,No Risk,0.63|0.37,4c6498cd-bd86-4813-b7e5-369ba5308fd1,04/11/20 7:38
no_checking,11,all_credits_paid_back,vacation,7181,greater_1000,less_1,2,male,none,5,savings_insurance,32,none,own,2,skilled,2,yes,yes,No Risk,0.65|0.35,d6b8b0b9-1b84-4ba2-a990-01b3555b12af,04/11/20 7:38
no_checking,29,credits_paid_to_date,furniture,8105,less_100,4_to_7,3,male,none,4,car_other,34,stores,own,2,unemployed,1,none,yes,No Risk,0.71|0.29,7c5f4b34-3d23-4918-a426-78e950fc7b63,04/11/20 7:38
0_to_200,20,credits_paid_to_date,car_new,4686,less_100,less_1,1,male,none,3,car_other,28,none,own,1,unskilled,2,yes,yes,No Risk,0.78|0.22,5df6a1b0-961e-414f-981e-aafc59648832,04/11/20 7:38
no_checking,26,prior_payments_delayed,car_new,12531,500_to_1000,greater_7,1,male,none,3,car_other,19,none,own,2,skilled,1,none,yes,No Risk,0.52|0.48,0bb973cd-a422-4b27-9f4b-a5671ca59ef6,04/11/20 7:38
less_0,37,all_credits_paid_back,retraining,4195,100_to_500,4_to_7,2,male,none,4,car_other,33,none,own,1,skilled,1,none,yes,No Risk,0.7|0.3,9ce96085-49cf-44f8-be6c-642bebb465a9,04/11/20 7:38
no_checking,23,prior_payments_delayed,car_used,904,less_100,4_to_7,3,male,co-applicant,3,unknown,46,none,own,1,skilled_random,1,none,yes,No Risk,0.53|0.47,f08d9bd8-1806-4159-897a-861f9b3a6d24,04/11/20 7:38
no_checking,16,prior_payments_delayed,car_new,2677,less_100_random,less_1,3,male,none,2,savings_insurance,52,stores,own,1,skilled,1,none,yes,No Risk,0.71|0.29,6ca3f959-f581-40e0-85cb-b481ec8c6537,04/11/20 7:38
no_checking,10,prior_payments_delayed,radio_tv,6175,unknown,1_to_4,2,male,none,3,car_other,28,stores,own,2,skilled,2,yes,yes,No Risk,0.7|0.3,2ab5b488-499f-43d6-ac9e-258e0de3d1aa,04/11/20 7:38
0_to_200,38,prior_payments_delayed,appliances,1764,less_100,4_to_7,3,male,none,4,car_other,25,none,own,1,unskilled,1,none,yes,No Risk,0.59|0.41,fbd65fa2-27ee-429e-a5d2-0be7a6c03142,04/11/20 7:38
no_checking,37,prior_payments_delayed,radio_tv,-29,100_to_500,4_to_7,3,female,none,4,real_estate,33,none,rent,2,management_self-employed,2,none,yes,No Risk,0.57|0.43,8e3dec62-94d5-4d1e-8495-a61a52a34598,04/11/20 7:38
no_checking,41,outstanding_credit,car_new,10301,greater_1000,1_to_4,3,male,none,1,real_estate,42,none,own,1,skilled,1,yes,yes,No Risk,0.58|0.42,83a24276-127d-47b7-a325-83166f578f0f,04/11/20 7:38
no_checking,42,outstanding_credit,radio_tv,8112,less_100,less_1,3,male,guarantor,2,car_other,32,none,own,1,unskilled,1,yes,yes,Risk,0.47|0.53,e120c0b9-59d9-4dba-ad9f-ee7dffdd51b9,04/11/20 7:38
0_to_200,14,credits_paid_to_date,radio_tv,9833,500_to_1000,less_1,2,male_random,none,2,unknown,28,none,own,1,unemployed,1,none,yes,No Risk,0.78|0.22,3caa1b65-0ba6-46e1-848f-8f932d4d2976,04/11/20 7:38
less_0,24,credits_paid_to_date,retraining,11351,unknown,less_1,3,female,none,1,real_estate,40,bank,own,1,skilled,1,yes,yes,No Risk,0.8|0.2,f39842f9-534e-454c-9122-760f1e67067a,04/11/20 7:38
0_to_200,20,all_credits_paid_back,car_used,6018,100_to_500,unemployed,3,male,co-applicant,3,car_other,57,bank,free,2,management_self-employed,1,yes,yes,No Risk,0.54|0.46,8cb2594a-5401-4a55-986d-4e5bf4ac87a4,04/11/20 7:38
no_checking,16,credits_paid_to_date,car_new,3342,500_to_1000,greater_7,3,male,none,3,car_other,33,none,own,1,unemployed,1,none,yes,No Risk,0.6|0.4,91273b43-33d1-4da6-bd62-1e9022149eb4,04/11/20 7:38
0_to_200,31,outstanding_credit,car_used,2897,500_to_1000,4_to_7,3,female,none,3,car_other,36,none,own,1,skilled,1,yes,yes,Risk,0.46|0.54,92ba3899-a75c-4608-ba9b-d2d4441b88b2,04/11/20 7:38
no_checking,34,prior_payments_delayed,furniture,9530,100_to_500,less_1,2,male,none,4,savings_insurance,50,stores,own,1,management_self-employed,2,none,yes,No Risk,0.6|0.4,a89b354b-e074-47fc-acf2-1fb029fd1216,04/11/20 7:38
0_to_200,28,prior_payments_delayed,car_new,6924,500_to_1000,unemployed,2,male,none,2,car_other,32,none,free,1,management_self-employed,1,none,yes,No Risk,0.56|0.44,526761a8-e4eb-48fa-8c30-3a643e6fe474,04/11/20 7:38
no_checking,8,credits_paid_to_date,vacation,3825,greater_1000,greater_7,2,male,none,3,car_other,45,none,own,2,skilled,1,yes,yes,Risk,0.46|0.54,b9dc63ed-f04e-4ea0-9711-1e9967382d91,04/11/20 7:38
no_checking,38,all_credits_paid_back,car_used,11147,less_100,4_to_7,2,male,none,4,car_other,63,stores,own,1,skilled,1,none,yes,No Risk,0.55|0.45,b89b9b92-1858-4fd5-8b9c-4f3a218ac369,04/11/20 7:38
